Num_Matrices	Median_Transfer_Time_ms
1	0.006480
11	0.005248
21	0.005104
31	0.005136
41	0.005792
51	0.006240
61	0.006576
71	0.006912
81	0.007232
91	0.007536
101	0.007680
111	0.008048
121	0.008720
131	0.008864
141	0.009120
151	0.009616
161	0.009984
171	0.010176
181	0.010640
191	0.010816
201	0.011328
211	0.011616
221	0.012096
231	0.012448
241	0.012688
251	0.012928
261	0.013360
271	0.013536
281	0.013968
291	0.014208
301	0.014976
311	0.015056
321	0.015344
331	0.015648
341	0.016096
351	0.016416
361	0.016944
371	0.017008
381	0.017168
391	0.017632
401	0.017984
411	0.018448
421	0.018880
431	0.019216
441	0.019488
451	0.020112
461	0.020288
471	0.020640
481	0.020896
491	0.021520
501	0.021472
511	0.022320
521	0.022336
531	0.022624
541	0.022944
551	0.023152
561	0.023968
571	0.023984
581	0.024432
591	0.024816
601	0.025248
611	0.025248
621	0.025808
631	0.026320
641	0.026624
651	0.026768
661	0.027120
671	0.027472
681	0.027776
691	0.028272
701	0.028528
711	0.028832
721	0.029392
731	0.029328
741	0.029984
751	0.030240
761	0.030576
771	0.031024
781	0.031328
791	0.031728
801	0.032032
811	0.032288
821	0.032816
831	0.032928
841	0.033232
851	0.033792
861	0.034016
871	0.034496
881	0.034736
891	0.034800
901	0.035472
911	0.035520
921	0.036048
931	0.036192
941	0.036896
951	0.037152
961	0.037440
971	0.037520
981	0.037904
991	0.038432
1001	0.038944
1011	0.039104
1021	0.039280
1031	0.039824
1041	0.040016
1051	0.040352
1061	0.040528
1071	0.041104
1081	0.041312
1091	0.041856
1101	0.042320
1111	0.042304
1121	0.042640
1131	0.043120
1141	0.043424
1151	0.043568
1161	0.044128
1171	0.044192
1181	0.044848
1191	0.045040
1201	0.045184
1211	0.045728
1221	0.046064
1231	0.046336
1241	0.046480
1251	0.047040
1261	0.047248
1271	0.047536
1281	0.047888
1291	0.047984
1301	0.048832
1311	0.048832
1321	0.049456
1331	0.049696
1341	0.049888
1351	0.050272
1361	0.050720
1371	0.050608
1381	0.051232
1391	0.051824
1401	0.051808
1411	0.052208
1421	0.052464
1431	0.052784
1441	0.053136
1451	0.053696
1461	0.053824
1471	0.053856
1481	0.054592
1491	0.054672
1501	0.055264
1511	0.055328
1521	0.055936
1531	0.056144
1541	0.056304
1551	0.056880
1561	0.057456
1571	0.057264
