Num_Matrices	Median_Transfer_Time_ms
1	0.009184
11	0.008320
21	0.008496
31	0.008688
41	0.008896
51	0.009152
61	0.009248
71	0.009408
81	0.009632
91	0.009792
101	0.009984
111	0.010176
121	0.010400
131	0.010528
141	0.010816
151	0.011136
161	0.011392
171	0.011968
181	0.011776
191	0.012000
201	0.012224
211	0.012400
221	0.012624
231	0.012832
241	0.013056
251	0.013264
261	0.013440
271	0.013648
281	0.013872
291	0.014096
301	0.014272
311	0.014496
321	0.014720
331	0.015360
341	0.015136
351	0.015344
361	0.015552
371	0.015712
381	0.015952
391	0.016144
401	0.016384
411	0.016576
421	0.016768
431	0.017008
441	0.017216
451	0.017408
461	0.017600
471	0.017792
481	0.018032
491	0.018224
501	0.018832
511	0.018656
521	0.018896
531	0.019040
541	0.019280
551	0.019488
561	0.019712
571	0.019904
581	0.020096
591	0.020352
601	0.020576
611	0.020736
621	0.020960
631	0.021152
641	0.021344
651	0.021568
661	0.022176
671	0.021952
681	0.022224
691	0.022400
701	0.022592
711	0.022816
721	0.023040
731	0.023232
741	0.023424
751	0.023648
761	0.023872
771	0.024080
781	0.024288
791	0.024480
801	0.024704
811	0.024928
821	0.025536
831	0.025312
841	0.025568
851	0.025728
861	0.025920
871	0.026128
881	0.026400
891	0.026592
901	0.026800
911	0.026976
921	0.027200
931	0.027408
941	0.027600
951	0.027808
961	0.028048
971	0.028256
981	0.028448
991	0.029072
1001	0.028880
1011	0.029120
1021	0.029296
1031	0.029472
1041	0.029712
1051	0.029936
1061	0.030112
1071	0.030352
1081	0.030560
1091	0.030768
1101	0.030944
1111	0.031152
1121	0.031392
1131	0.031600
1141	0.031792
1151	0.032432
1161	0.032224
1171	0.032416
1181	0.032608
1191	0.032816
1201	0.033056
1211	0.033248
1221	0.033440
1231	0.033680
1241	0.033888
1251	0.034128
1261	0.034320
1271	0.034464
1281	0.034784
1291	0.034944
1301	0.035104
1311	0.035712
1321	0.035552
1331	0.035776
1341	0.035984
1351	0.036160
1361	0.036384
1371	0.036560
1381	0.036800
1391	0.036992
1401	0.037248
1411	0.037424
1421	0.037632
1431	0.037840
1441	0.038096
1451	0.038272
1461	0.038464
1471	0.038656
1481	0.039264
1491	0.039088
1501	0.039360
1511	0.039520
1521	0.039712
1531	0.039952
