Num_Matrices	Median_Transfer_Time_ms
1	0.016640
11	0.010480
21	0.010400
31	0.010560
41	0.012800
51	0.012160
61	0.012400
71	0.012800
81	0.012880
91	0.014080
101	0.014000
111	0.014080
121	0.013920
131	0.014080
141	0.014080
151	0.014240
161	0.014240
171	0.014560
181	0.014560
191	0.014720
201	0.014880
211	0.014880
221	0.015040
231	0.015200
241	0.015360
251	0.015440
261	0.015680
271	0.015840
281	0.015920
291	0.016000
301	0.016080
311	0.016240
321	0.016480
331	0.016480
341	0.017840
351	0.017760
361	0.017600
371	0.017600
381	0.017600
391	0.017680
401	0.017680
411	0.017840
421	0.017920
431	0.018080
441	0.018320
451	0.018240
461	0.018400
471	0.018640
481	0.018800
491	0.019040
501	0.019120
511	0.019200
521	0.019360
531	0.019360
541	0.019520
551	0.019680
561	0.019600
571	0.020000
581	0.020240
591	0.021200
601	0.020560
611	0.021120
621	0.021280
631	0.021120
641	0.021280
651	0.021280
661	0.021360
671	0.021680
681	0.021600
691	0.022000
701	0.022000
711	0.022080
721	0.022160
731	0.022240
741	0.022400
751	0.022480
761	0.022640
771	0.022800
781	0.022880
791	0.022800
801	0.023200
811	0.023200
821	0.023360
831	0.024080
841	0.023840
851	0.024160
861	0.024640
871	0.024800
881	0.025040
891	0.024880
901	0.024880
911	0.024800
921	0.024960
931	0.025120
941	0.025120
951	0.025280
961	0.025520
971	0.025440
981	0.025600
991	0.025840
1001	0.025920
1011	0.026160
1021	0.026400
1031	0.026320
1041	0.026480
1051	0.026880
1061	0.026880
1071	0.026960
1081	0.027200
1091	0.028000
1101	0.027760
1111	0.027680
1121	0.028400
1131	0.028240
1141	0.028080
1151	0.028720
1161	0.028480
1171	0.028640
1181	0.028480
1191	0.028640
1201	0.028800
1211	0.029040
1221	0.029040
1231	0.029360
1241	0.029280
1251	0.029440
1261	0.029760
1271	0.029760
1281	0.029920
1291	0.030160
1301	0.030000
1311	0.029680
1321	0.030880
1331	0.030560
1341	0.030400
1351	0.031520
1361	0.030720
1371	0.031120
1381	0.030720
1391	0.031440
1401	0.031680
1411	0.031680
1421	0.031840
1431	0.032000
1441	0.032240
1451	0.032320
1461	0.032400
1471	0.032640
1481	0.032400
1491	0.032800
1501	0.033120
1511	0.033040
1521	0.033360
1531	0.032960
1541	0.033040
1551	0.032960
1561	0.033520
1571	0.033680
1581	0.033120
1591	0.034240
1601	0.033920
1611	0.035280
1621	0.033760
1631	0.034720
1641	0.034400
1651	0.035360
1661	0.035120
1671	0.035040
1681	0.035281
1691	0.035040
1701	0.035680
1711	0.035680
1721	0.035600
1731	0.036240
1741	0.036320
1751	0.036080
1761	0.036320
1771	0.036960
1781	0.036240
1791	0.036880
1801	0.037200
1811	0.037680
1821	0.036800
1831	0.037120
1841	0.036800
1851	0.037760
1861	0.038080
1871	0.037840
1881	0.037600
1891	0.038560
1901	0.038080
1911	0.038320
1921	0.038720
1931	0.038160
1941	0.038560
1951	0.038720
1961	0.039840
1971	0.039120
1981	0.038960
1991	0.039440
2001	0.039680
2011	0.040000
2021	0.040160
2031	0.040640
2041	0.040160
2051	0.039840
2061	0.040800
2071	0.039920
2081	0.040400
2091	0.041280
2101	0.040800
2111	0.040640
2121	0.040800
2131	0.041760
2141	0.041280
2151	0.042080
2161	0.041440
2171	0.042240
2181	0.042000
2191	0.041840
2201	0.042080
2211	0.042240
2221	0.042080
2231	0.043040
2241	0.042800
2251	0.043520
2261	0.043040
2271	0.043360
2281	0.043680
2291	0.043760
2301	0.044640
2311	0.044080
2321	0.044080
2331	0.044400
2341	0.044160
2351	0.044080
2361	0.045200
2371	0.045120
2381	0.044880
2391	0.045040
2401	0.045840
2411	0.045360
2421	0.046000
2431	0.045600
2441	0.045920
2451	0.045440
2461	0.046000
2471	0.046480
2481	0.046800
2491	0.046560
2501	0.046400
2511	0.046800
2521	0.047040
2531	0.046800
2541	0.047840
2551	0.046960
2561	0.047120
2571	0.047040
2581	0.047200
2591	0.047600
2601	0.048240
2611	0.048160
2621	0.048160
2631	0.048160
2641	0.048080
2651	0.048880
2661	0.049280
2671	0.048480
2681	0.048880
2691	0.048880
2701	0.049360
2711	0.049360
2721	0.050320
2731	0.049680
2741	0.049600
2751	0.050000
2761	0.050320
2771	0.051040
2781	0.050800
2791	0.050480
2801	0.050800
2811	0.050560
2821	0.051760
2831	0.050560
2841	0.050960
2851	0.051680
2861	0.052080
2871	0.051920
2881	0.051600
2891	0.052000
2901	0.052080
2911	0.052240
2921	0.052880
2931	0.052720
2941	0.052880
2951	0.052560
2961	0.053360
2971	0.053441
2981	0.053600
2991	0.053280
3001	0.053680
3011	0.053760
3021	0.053920
3031	0.053520
3041	0.053920
3051	0.054160
3061	0.054400
3071	0.054560
3081	0.055040
3091	0.054720
3101	0.055040
3111	0.055840
3121	0.055040
3131	0.054960
3141	0.055200
3151	0.055440
3161	0.056560
3171	0.055680
3181	0.055920
3191	0.056160
3201	0.055840
3211	0.056720
3221	0.056560
3231	0.056320
3241	0.057280
3251	0.057280
3261	0.057920
3271	0.057680
3281	0.057360
