Num_Matrices	Median_Transfer_Time_ms
1	0.008288
11	0.005296
21	0.004976
31	0.005104
41	0.005424
51	0.005808
61	0.005856
71	0.006176
81	0.006512
91	0.006672
101	0.006896
111	0.007200
121	0.007600
131	0.007952
141	0.008224
151	0.008512
161	0.008656
171	0.009024
181	0.009328
191	0.009616
201	0.010000
211	0.010192
221	0.010592
231	0.010848
241	0.011152
251	0.011424
261	0.011744
271	0.012048
281	0.012416
291	0.012752
301	0.013136
311	0.013312
321	0.013536
331	0.013936
341	0.014208
351	0.014656
361	0.014800
371	0.015152
381	0.015424
391	0.015744
401	0.016032
411	0.016336
421	0.016720
431	0.016944
441	0.017280
451	0.017552
461	0.018016
471	0.018240
481	0.018416
491	0.018912
501	0.019136
511	0.019472
521	0.019792
531	0.020080
541	0.020288
551	0.020640
561	0.020896
571	0.021184
581	0.021520
591	0.021840
601	0.022128
611	0.022448
621	0.022704
631	0.023024
641	0.023296
651	0.023680
661	0.024016
671	0.024352
681	0.024544
691	0.024800
701	0.025136
711	0.025456
721	0.025728
731	0.026048
741	0.026448
751	0.026672
761	0.026976
771	0.027264
781	0.027520
791	0.027888
801	0.028128
811	0.028576
821	0.028800
831	0.029088
841	0.029328
851	0.029696
861	0.030016
871	0.030352
881	0.030624
891	0.031024
901	0.031216
911	0.031520
921	0.031792
931	0.032160
941	0.032432
951	0.032864
961	0.033008
971	0.033360
981	0.033664
991	0.033984
1001	0.034208
1011	0.034592
1021	0.034896
1031	0.035168
1041	0.035456
1051	0.035840
1061	0.036176
1071	0.036432
1081	0.036720
1091	0.037008
1101	0.037280
1111	0.037616
1121	0.037952
1131	0.038224
1141	0.038704
1151	0.038848
1161	0.039120
1171	0.039424
1181	0.039776
1191	0.040048
1201	0.040320
1211	0.040640
1221	0.040928
1231	0.041280
1241	0.041536
1251	0.041840
1261	0.042208
1271	0.042656
1281	0.042752
1291	0.043136
1301	0.043408
1311	0.043728
1321	0.043984
1331	0.044288
1341	0.044656
1351	0.044992
1361	0.045168
1371	0.045600
1381	0.045888
1391	0.046240
1401	0.046400
1411	0.046736
1421	0.047152
1431	0.047408
1441	0.047616
1451	0.047920
1461	0.048416
1471	0.048560
1481	0.048864
1491	0.049168
1501	0.049600
1511	0.049776
1521	0.050176
1531	0.050496
1541	0.050768
1551	0.050976
1561	0.051472
1571	0.051680
1581	0.052096
1591	0.052272
1601	0.052576
1611	0.052880
1621	0.053360
1631	0.053680
1641	0.053808
1651	0.054176
1661	0.054320
1671	0.054688
1681	0.055088
1691	0.055360
1701	0.055536
1711	0.055888
1721	0.056240
1731	0.056624
1741	0.056960
1751	0.057296
1761	0.057664
1771	0.057824
1781	0.058016
1791	0.058304
1801	0.058768
1811	0.058960
1821	0.059424
1831	0.059536
1841	0.059808
1851	0.060080
1861	0.060880
1871	0.060784
1881	0.061152
1891	0.061568
1901	0.061696
1911	0.062160
1921	0.062416
1931	0.062816
1941	0.063024
1951	0.063376
1961	0.063504
1971	0.063856
1981	0.064224
1991	0.064368
2001	0.064624
2011	0.065072
2021	0.065424
2031	0.065664
2041	0.065968
2051	0.066256
2061	0.066528
2071	0.066880
2081	0.067232
2091	0.067408
2101	0.067824
2111	0.068096
2121	0.068448
2131	0.068640
2141	0.069024
2151	0.069376
2161	0.069616
2171	0.069856
2181	0.070224
2191	0.070576
2201	0.070848
2211	0.071152
2221	0.071392
2231	0.071696
2241	0.071952
2251	0.072336
2261	0.072704
2271	0.072992
2281	0.073200
2291	0.073488
2301	0.074064
2311	0.074304
2321	0.074624
2331	0.074912
2341	0.075264
2351	0.075680
2361	0.075856
2371	0.076224
2381	0.076592
2391	0.076896
2401	0.077184
2411	0.077520
2421	0.077792
2431	0.078032
2441	0.078272
2451	0.078800
2461	0.078976
2471	0.079280
2481	0.079696
2491	0.079856
2501	0.080336
2511	0.080752
2521	0.080992
2531	0.081232
2541	0.081376
2551	0.081808
2561	0.082128
2571	0.082576
2581	0.082912
2591	0.083200
2601	0.083568
2611	0.083792
2621	0.084048
2631	0.085888
2641	0.086160
2651	0.086208
2661	0.086704
2671	0.086912
2681	0.087168
2691	0.087536
2701	0.087808
2711	0.088240
2721	0.088416
2731	0.088768
2741	0.089184
2751	0.089312
2761	0.089664
2771	0.089920
2781	0.090544
2791	0.090624
2801	0.090848
2811	0.091216
2821	0.091408
2831	0.091984
2841	0.092240
2851	0.092496
2861	0.092736
2871	0.093040
2881	0.093424
2891	0.093728
2901	0.093888
2911	0.094224
2921	0.094496
2931	0.094896
2941	0.094976
2951	0.095504
2961	0.095680
2971	0.096208
2981	0.096192
2991	0.096624
3001	0.096864
3011	0.097568
3021	0.097600
3031	0.097888
3041	0.098080
3051	0.098400
3061	0.098576
3071	0.099104
3081	0.099312
3091	0.099600
3101	0.100064
3111	0.100384
3121	0.100496
3131	0.101024
3141	0.101248
3151	0.101632
3161	0.101808
3171	0.102080
3181	0.102576
3191	0.102720
3201	0.103024
3211	0.103296
3221	0.103680
3231	0.104400
3241	0.104000
3251	0.104560
3261	0.104736
3271	0.105104
3281	0.105360
3291	0.105680
3301	0.105984
3311	0.106464
3321	0.106656
3331	0.106944
3341	0.107232
3351	0.107648
3361	0.107952
3371	0.108336
3381	0.108592
3391	0.108832
3401	0.109120
3411	0.109504
3421	0.109792
3431	0.110080
3441	0.110256
3451	0.110992
3461	0.111040
3471	0.111296
3481	0.111632
3491	0.111984
3501	0.112144
3511	0.112352
3521	0.112656
3531	0.113200
3541	0.113424
3551	0.113776
3561	0.113776
3571	0.114320
3581	0.114528
3591	0.114864
3601	0.115184
3611	0.115408
3621	0.115824
3631	0.116096
3641	0.116352
3651	0.116640
3661	0.117104
3671	0.117920
3681	0.117680
3691	0.118080
3701	0.118224
3711	0.118592
3721	0.119280
3731	0.119232
3741	0.119472
3751	0.119824
3761	0.120176
3771	0.120432
3781	0.120736
3791	0.121216
3801	0.121472
3811	0.121536
3821	0.121840
3831	0.122320
3841	0.122480
3851	0.122864
3861	0.123232
3871	0.123488
3881	0.123792
3891	0.124000
3901	0.124288
3911	0.124752
3921	0.124752
3931	0.125344
3941	0.125536
3951	0.126000
3961	0.126112
3971	0.126512
3981	0.126688
3991	0.127024
4001	0.127408
4011	0.127776
4021	0.128000
4031	0.128368
4041	0.128464
4051	0.128864
4061	0.129216
4071	0.129408
4081	0.129824
4091	0.130192
4101	0.130736
4111	0.130832
4121	0.131184
4131	0.131312
4141	0.131808
4151	0.131920
4161	0.132160
4171	0.132464
4181	0.132816
4191	0.133136
4201	0.133488
4211	0.133760
4221	0.134032
4231	0.134352
4241	0.134720
4251	0.134928
4261	0.135280
4271	0.135632
4281	0.135776
4291	0.136128
4301	0.136496
4311	0.136784
4321	0.137440
4331	0.137360
4341	0.137648
4351	0.137904
4361	0.138208
4371	0.138432
4381	0.138960
4391	0.139264
4401	0.139568
4411	0.139920
4421	0.140192
4431	0.140592
4441	0.140624
4451	0.141056
4461	0.141360
4471	0.141728
4481	0.141888
4491	0.142224
4501	0.142624
4511	0.142944
4521	0.143232
4531	0.143472
4541	0.144144
4551	0.144080
4561	0.144400
4571	0.144736
4581	0.144912
4591	0.145280
4601	0.145536
4611	0.145936
4621	0.146176
4631	0.146592
4641	0.146816
4651	0.147232
4661	0.147440
4671	0.147808
4681	0.148048
4691	0.148416
4701	0.148736
4711	0.149056
4721	0.149312
4731	0.149872
4741	0.150000
4751	0.150304
4761	0.151088
