Num_Matrices	Median_Transfer_Time_ms
1	0.011488
11	0.006528
21	0.006576
31	0.006944
41	0.007056
51	0.007328
61	0.007584
71	0.017376
81	0.017520
91	0.017696
101	0.018016
111	0.018208
121	0.018512
131	0.018640
141	0.018912
151	0.019264
161	0.019424
171	0.019712
181	0.019904
191	0.020096
201	0.020592
211	0.020768
221	0.021024
231	0.021344
241	0.021600
251	0.021840
261	0.022048
271	0.022064
281	0.022448
291	0.022800
301	0.022960
311	0.023184
321	0.023456
331	0.023872
341	0.023936
351	0.024320
361	0.024464
371	0.024752
381	0.024960
391	0.025312
401	0.025328
411	0.025728
421	0.025840
431	0.026272
441	0.026496
451	0.026672
461	0.026944
471	0.027264
481	0.027296
491	0.027680
501	0.027936
511	0.028240
521	0.028464
531	0.028720
541	0.029008
551	0.029184
561	0.029440
571	0.029824
581	0.029776
591	0.030192
601	0.030352
611	0.030720
621	0.030880
631	0.031168
641	0.031248
651	0.031312
661	0.031552
671	0.031616
681	0.031760
691	0.032048
701	0.032336
711	0.032592
721	0.032848
731	0.033104
741	0.033344
751	0.033760
761	0.034048
771	0.034352
781	0.034400
791	0.034640
801	0.034976
811	0.035104
821	0.035312
831	0.035728
841	0.035712
851	0.036144
861	0.036320
871	0.036544
881	0.036768
891	0.037008
901	0.037216
911	0.037520
921	0.037872
931	0.038128
941	0.038176
951	0.038656
961	0.038784
971	0.039120
981	0.039200
991	0.039584
1001	0.039712
1011	0.040016
1021	0.040160
1031	0.040480
1041	0.040848
1051	0.040928
1061	0.041200
1071	0.041488
1081	0.041712
1091	0.042032
1101	0.042224
1111	0.042544
1121	0.042576
1131	0.042976
1141	0.043040
1151	0.043456
1161	0.043568
1171	0.043904
1181	0.044208
1191	0.044416
1201	0.044592
1211	0.044928
1221	0.045072
1231	0.045440
1241	0.045568
1251	0.045888
1261	0.046176
1271	0.046352
1281	0.046576
1291	0.047056
1301	0.047120
1311	0.047536
1321	0.047616
1331	0.047808
1341	0.048112
1351	0.048528
1361	0.048512
1371	0.048864
1381	0.049184
1391	0.049344
1401	0.049376
1411	0.049856
1421	0.050080
1431	0.050240
1441	0.050544
1451	0.050928
1461	0.051104
1471	0.051248
1481	0.051600
1491	0.051856
1501	0.051984
1511	0.052224
1521	0.052576
1531	0.052832
1541	0.052960
1551	0.053344
1561	0.053616
1571	0.053760
1581	0.054000
1591	0.054240
1601	0.054496
1611	0.054848
1621	0.055136
1631	0.055280
1641	0.055488
1651	0.055808
1661	0.055984
1671	0.056160
1681	0.056560
1691	0.056736
1701	0.057056
1711	0.057248
1721	0.057440
1731	0.057648
1741	0.057984
1751	0.058192
1761	0.058400
1771	0.058720
1781	0.058800
1791	0.059296
1801	0.059424
1811	0.059680
1821	0.059808
1831	0.060240
1841	0.060416
1851	0.060736
1861	0.061136
1871	0.061024
1881	0.061328
1891	0.061808
1901	0.061824
1911	0.062240
1921	0.062368
1931	0.062656
1941	0.062944
1951	0.063152
1961	0.063376
1971	0.063680
1981	0.063696
1991	0.064080
2001	0.064240
2011	0.064592
2021	0.064816
2031	0.065152
2041	0.065360
2051	0.065616
2061	0.066016
2071	0.066112
2081	0.066288
2091	0.066640
2101	0.066848
2111	0.067120
2121	0.067296
2131	0.067680
2141	0.067808
2151	0.068080
2161	0.068320
2171	0.068624
2181	0.068912
2191	0.068976
2201	0.069312
2211	0.069600
2221	0.069792
2231	0.070000
2241	0.070192
2251	0.070608
2261	0.070768
2271	0.071072
